station,lon,lat,nb_depart,nb_arrivee,nb_total,arrondissement
St-Hubert / Laurier,-73.58786880970001,45.52893724049854,16910,16432,33342,Le Plateau-Mont-Royal
St-Hubert / Mont-Royal,-73.5811311006546,45.52564134513574,1626,1552,3178,Le Plateau-Mont-Royal
St-Hubert / René-Levesque,-73.5568732023239,45.51448197165063,7790,9420,17210,Ville-Marie
St-Hubert / de Maisonneuve (nord),-73.56049686670303,45.51613214980722,10793,16341,27134,Ville-Marie
St-Hubert / de Maisonneuve (sud),-73.56008380651474,45.51586835126322,22352,27899,50251,Ville-Marie
St-Hubert / du Mont-Royal,-73.5811311006546,45.52564134513574,1760,1714,3474,Le Plateau-Mont-Royal
St-Jacques / Gauvin,-73.5611384269032,45.50065923264611,9442,11532,20974,Ville-Marie
St-Jacques / Lucien L'Allier,-73.56811289999314,45.493450388734665,2058,2593,4651,Ville-Marie
St-Jacques / McGill,-73.56039762496947,45.50139912055804,12076,13821,25897,Ville-Marie
St-Jacques / Richmond,-73.57080727815628,45.4906636488045,2957,4522,7479,Le Sud-Ouest
St-Jacques / St-Laurent,-73.55648696422577,45.50644464920572,6583,7337,13920,Ville-Marie
St-Jacques / Vinet,-73.57692271471024,45.485328993998365,3347,4284,7631,Le Sud-Ouest
St-Jacques / des Seigneurs,-73.57190027832984,45.48918571608228,3411,4523,7934,Le Sud-Ouest
St-Jean / Guillaume,-73.5068191587925,45.53524851020352,1036,1102,2138,Longueuil
St-Jean-Baptiste / René-Lévesque,-73.4999567270279,45.64141535746634,690,719,1409,Rivière-des-Prairies - Pointe-aux-Trembles
St-Joseph / 8e avenue Lachine,-73.67110446095467,45.431518914135125,2906,3015,5921,Lachine
St-Joseph / Lamoureux,-73.33754654508994,45.59260312756609,94,93,187,Sainte-Julie
St-Joseph Lachine / 21e avenue,-73.68354320526123,45.43352120253739,2484,2601,5085,Lachine
St-Laurent / Joliette,-73.51326006931231,45.52893060032485,1961,2006,3967,Longueuil
St-Laurent / Pl. du Marché,-73.56241598725319,45.50928960913111,15474,16204,31678,Ville-Marie
St-Laurent / de Chambly,-73.504639035109,45.5398841503055,846,816,1662,Longueuil
St-Marc / Sherbrooke,-73.58337610960007,45.49444855920154,740,699,1439,Ville-Marie
St-Nicolas / Place d'Youville,-73.55515256524086,45.501966859101564,12138,13299,25437,Ville-Marie
St-Patrick / Briand,-73.59586715698242,45.46366064035559,6705,7042,13747,Le Sud-Ouest
St-Patrick / Thomas-Keefer,-73.57427294832632,45.47801152713375,22779,25870,48649,Le Sud-Ouest
St-Roch / Querbes,-73.62907156348228,45.53020744279929,3820,3841,7661,Villeray—Saint-Michel—Parc-Extension
St-Rémi / Ste-Émilie,-73.58923405408859,45.46976497412213,13360,15627,28987,Le Sud-Ouest
St-Sylvestre / St-Charles,-73.51247191429138,45.53638517746843,1339,1368,2707,Longueuil
St-Timothée / Robin,-73.56112986803055,45.51863175803531,4300,4715,9015,Ville-Marie
St-Timothée / Ste-Catherine,-73.55770137168292,45.5170563208812,8874,9830,18704,Ville-Marie
St-Urbain / Laurier,-73.59366774559021,45.52164617544124,12799,10815,23614,Le Plateau-Mont-Royal
St-Urbain / de la Gauchetière,-73.56139540672302,45.50707812811467,9568,15643,25211,Ville-Marie
St-Zotique / Clark,-73.61270070075989,45.53143760098197,14091,13471,27562,Rosemont - La Petite-Patrie
Stanley / René-Lévesque,-73.57077571808077,45.49790394592446,13189,12015,25204,Ville-Marie
Stanley / Sherbrooke,-73.57722634080346,45.50105732321463,10902,8839,19741,Ville-Marie
Stationnement incitatif de Montarville (de Montarville),-73.44999354332685,45.6011635681891,272,288,560,Boucherville
Stationnement incitatif de Mortagne (Ampère),-73.44312071800232,45.57251733677832,202,248,450,Boucherville
Ste-Catherine / Bishop,-73.5762146115303,45.49658063218649,9787,8933,18720,Ville-Marie
Ste-Catherine / Drummond,-73.57436656951904,45.498488900657,6151,5644,11795,Ville-Marie
Ste-Catherine / Dézéry,-73.54099988937377,45.53938508196168,10343,12496,22839,Mercier - Hochelaga-Maisonneuve
Ste-Catherine / Sanguinet,-73.56124520301817,45.512936177874096,12975,15682,28657,Ville-Marie
Ste-Catherine / Sanguinet ouest,-73.56131225824356,45.51270581466789,397,453,850,Ville-Marie
Ste-Catherine / St-Clément,-73.53024959564209,45.55671730558936,6131,7148,13279,Mercier - Hochelaga-Maisonneuve
Ste-Catherine / St-Denis,-73.56042764151425,45.5138663042805,11890,13605,25495,Ville-Marie
Ste-Catherine / St-Laurent,-73.56380604207516,45.50991130818593,28090,31445,59535,Ville-Marie
Ste-Catherine / St-Mathieu,-73.57917845249176,45.49384690142783,24504,19071,43575,Ville-Marie
Ste-Catherine / Towers,-73.58096480369566,45.49228068089086,18359,14836,33195,Ville-Marie
Ste-Catherine / Union,-73.56941521167755,45.50370387789841,25110,24127,49237,Ville-Marie
Ste-Claire / Pierre-Tétreault,-73.52441847324371,45.60191332161639,1386,1589,2975,Mercier - Hochelaga-Maisonneuve
Ste-Croix / Tassé,-73.68516325950623,45.51953948301331,1023,979,2002,Saint-Laurent
Ste-Famille / Sherbrooke,-73.57068121433258,45.51002361741137,12825,9617,22442,Le Plateau-Mont-Royal
Ste-Famille / des Pins,-73.57692807912827,45.512856179335664,11484,9597,21081,Le Plateau-Mont-Royal
Ste-Famille/Sherbrooke,-73.57068121433258,45.51002361741137,52,58,110,Le Plateau-Mont-Royal
Ste-Émilie / Sir-Georges-Etienne-Cartier,-73.5850557933918,45.47301064104676,13980,15825,29805,Le Sud-Ouest
Ste-Émilie/Sir-Georges-Etienne-Cartier,-73.58505249023438,45.47301091860492,116,140,256,Le Sud-Ouest
Stinson / Montpellier,-73.66647094488144,45.519485452174514,1794,2046,3840,Saint-Laurent
Terminus Le Carrefour (Terry-Fox / Le Carrefour),-73.74687284231186,45.56842034638607,674,671,1345,Laval
Terminus Newman (Airlie / Lafleur),-73.64959917962551,45.42505966615074,263,258,521,LaSalle
Terminus Ste-Julie (Armand-Frappier),-73.32433423960538,45.58231159807488,116,110,226,Sainte-Julie
Terminus de bus EXO (Côte de Terrebonne),-73.65406465532033,45.69781503750367,317,223,540,Terrebonne
Thimens / Alexis-Nihon,-73.69856357574463,45.50897852206792,1185,1321,2506,Saint-Laurent
Théâtre du Vieux-Terrebonne (St-Pierre / des Braves),-73.63703128697125,45.69223305604548,398,418,816,Terrebonne
Tolhurst / Fleury,-73.66735741496086,45.54407915308118,3466,3759,7225,Ahuntsic-Cartierville
Travaux publics LaSalle (Cordner / Léger),-73.62448364496231,45.44527192876118,1786,1835,3621,LaSalle
Tupper / du Fort,-73.58074486255646,45.491202175002506,9826,8581,18407,Ville-Marie
Turgeon / Notre-Dame,-73.58198940753937,45.47888852807208,11934,12897,24831,Le Sud-Ouest
U. Concordia - Campus Loyola (Sherbrooke / West Broadway),-73.6394852399826,45.45750908083069,6580,7313,13893,Côte-des-Neiges - Notre-Dame-de-Grâce
Union / René-Lévesque,-73.56658279895781,45.50235036136798,7571,7457,15028,Ville-Marie
Union / Ste-Catherine,-73.56970220804214,45.504027213143104,14346,14149,28495,Ville-Marie
University / Milton,-73.5766088962555,45.5065386376248,15057,14934,29991,Le Plateau-Mont-Royal
University / Prince-Arthur,-73.57864737510681,45.5074794530521,14482,11762,26244,Ville-Marie
University / des Pins,-73.57988489795387,45.50802525900976,7260,5790,13050,Ville-Marie
Vallières / St-Laurent,-73.5836161673069,45.51896722332005,17016,13730,30746,Le Plateau-Mont-Royal
Valois / Ste-Catherine,-73.53725016117096,45.54522973039872,8652,10615,19267,Mercier - Hochelaga-Maisonneuve
Van Horne / Dollard,-73.61618220806122,45.51928953121951,417,419,836,Outremont
Vendôme / Sherbrooke,-73.60694468021393,45.47572835143987,2205,2203,4408,Côte-des-Neiges - Notre-Dame-de-Grâce
Victoria / 18e avenue Lachine,-73.6801904439926,45.43579350588776,1230,1299,2529,Lachine
Victoria / 39e avenue,-73.70019972324371,45.44001578400139,536,562,1098,Lachine
Victoria / 41e avenue,-73.70242863893507,45.44053238705948,66,87,153,Lachine
Victoria / de Maisonneuve,-73.60016942024231,45.47742856483265,10187,10131,20318,Westmount
Victoria Hall,-73.6003303527832,45.48129146961133,5025,4950,9975,Westmount
Victoria Hall (Sherbrooke),-73.6003303527832,45.48129146961133,2852,2778,5630,Westmount
Viger / Chenneville,-73.56089115142822,45.50531166520915,5668,10111,15779,Ville-Marie
Villeneuve / St-Dominique,-73.58870131898584,45.522272664526696,16835,14586,31421,Le Plateau-Mont-Royal
Villeneuve / du Parc,-73.59239235520363,45.518197623521424,13527,12387,25914,Le Plateau-Mont-Royal
Villeray / De Normanville,-73.6184438467353,45.54716675630067,5113,4958,10071,Villeray—Saint-Michel—Parc-Extension
Villeray / de Normanville,-73.6184298992157,45.54718706660108,3268,3149,6417,Villeray—Saint-Michel—Parc-Extension
Villeray/De Normanville,-73.6184438467353,45.54716675630067,45,66,111,Villeray—Saint-Michel—Parc-Extension
Waverly / Beaumont,-73.61607760190964,45.53118825986005,5367,5278,10645,Rosemont - La Petite-Patrie
Waverly / Bernard,-73.60413372516632,45.52562443297396,13198,11697,24895,Le Plateau-Mont-Royal
Waverly / Henri-Bourassa,-73.67261052131653,45.54834039786415,868,880,1748,Ahuntsic-Cartierville
Waverly / St-Viateur,-73.60012650489807,45.5238561444472,17935,16247,34182,Le Plateau-Mont-Royal
Waverly / Van Horne,-73.607723,45.527363,5459,5152,10611,Le Plateau-Mont-Royal
Wellington / 3e avenue,-73.56758799411182,45.45749246180326,14971,15476,30447,Verdun
Wellington / Gordon,-73.56709241867065,45.46115406449117,17511,19746,37257,Verdun
Wellington / de l'Église,-73.56705610964127,45.46311264513108,16743,17981,34724,Verdun
Wilderton  / Van Horne,-73.6247518658638,45.51014162409143,11040,10095,21135,Côte-des-Neiges - Notre-Dame-de-Grâce
William / Robert-Bourassa,-73.55933010578154,45.49716534003792,9800,11988,21788,Le Sud-Ouest
William / St-Henri,-73.55703081942919,45.49896591854122,12035,12709,24744,Ville-Marie
Wilson / Sherbrooke,-73.61663818359374,45.4703791154553,669,687,1356,Côte-des-Neiges - Notre-Dame-de-Grâce
Wolfe / Ontario,-73.56254875659943,45.52059002014117,2080,2101,4181,Ville-Marie
Wolfe / Robin,-73.56020073872969,45.51959908817399,7174,8558,15732,Ville-Marie
Wolfe / de la Gauchetière,-73.55291748050148,45.51625372636654,7252,8535,15787,Ville-Marie
Workman / Vinet,-73.5750612616539,45.48378886396517,6538,8409,14947,Le Sud-Ouest
cyclo,-73.60150516033173,45.53007509225256,5,849,854,Inconnu
d'Anvers / Wiseman,-73.6400398240221,45.53014304871808,2263,2374,4637,Villeray—Saint-Michel—Parc-Extension
d'Aragon / Springland,-73.59767496585846,45.4533311522553,1490,1644,3134,Le Sud-Ouest
d'Iberville / Fleury,-73.64741921424866,45.575431237891664,747,840,1587,Ahuntsic-Cartierville
d'Orléans / Hochelaga,-73.54912223921929,45.55063206740221,5848,6729,12577,Mercier - Hochelaga-Maisonneuve
d'Orléans / Masson,-73.569847,45.557192,9155,8977,18132,Rosemont - La Petite-Patrie
d'Outremont / Ogilvy,-73.62676186490717,45.526870027508245,5055,5098,10153,Villeray—Saint-Michel—Parc-Extension
de Bellechasse / de Lanaudière,-73.59521873295307,45.539306918976,9316,8898,18214,Rosemont - La Petite-Patrie
de Bellechasse / de St-Vallier,-73.60112428665161,45.53341043363302,15678,14573,30251,Rosemont - La Petite-Patrie
de Bleury / de Maisonneuve,-73.56861054897308,45.50710632433956,15639,16515,32154,Ville-Marie
de Bordeaux / Gilford,-73.5762870311737,45.53611005443118,1870,1722,3592,Le Plateau-Mont-Royal
de Bordeaux / Jean-Talon,-73.60556602478027,45.54975479298636,6618,6517,13135,Villeray—Saint-Michel—Parc-Extension
de Bordeaux / Masson,-73.58252048492432,45.539037937964046,12240,12331,24571,Le Plateau-Mont-Royal
de Bordeaux / Mont-Royal,-73.57283771038055,45.53451201270128,1152,1125,2277,Le Plateau-Mont-Royal
de Bordeaux / Rachel,-73.56769983980485,45.53207532297607,12659,11559,24218,Le Plateau-Mont-Royal
de Bordeaux / Sherbrooke,-73.56302618980408,45.529914321737415,15293,15515,30808,Ville-Marie
de Bordeaux / St-Joseph,-73.57777421686478,45.53683253167888,3624,3247,6871,Le Plateau-Mont-Royal
de Bordeaux / St-Zotique,-73.59866335988045,45.546534315701145,7048,6826,13874,Rosemont - La Petite-Patrie
de Bordeaux / de Bellechasse,-73.59154611825943,45.54325917626278,9376,9189,18565,Rosemont - La Petite-Patrie
de Bordeaux / du Mont-Royal,-73.57283771038055,45.53451201270128,16487,16091,32578,Le Plateau-Mont-Royal
de Bordeaux/St-Joseph,-73.57777421686478,45.53683253167888,168,152,320,Le Plateau-Mont-Royal
de Brébeuf / du Mont-Royal,-73.57784914976946,45.52922355524467,27800,26787,54587,Le Plateau-Mont-Royal
de Bullion / St-Joseph,-73.59061207629566,45.52418637173405,8278,5624,13902,Le Plateau-Mont-Royal
de Castelnau / Lajeunesse,-73.61650675535202,45.54043190217008,9508,8885,18393,Villeray—Saint-Michel—Parc-Extension
de Chambly / Rachel,-73.55826258659361,45.54991069359101,9667,8107,17774,Rosemont - La Petite-Patrie
de Chambly / de Rouen,-73.54892179369926,45.5470496637535,3002,3471,6473,Mercier - Hochelaga-Maisonneuve
de Champlain / Ste-Catherine,-73.55293308672117,45.52171703048863,1287,1379,2666,Ville-Marie
de Chateaubriand / Jarry,-73.62673670053482,45.54588672296563,6437,6319,12756,Villeray—Saint-Michel—Parc-Extension
de Chenonceau / Chomedey,-73.75448,45.56157,258,272,530,Laval
de Courcelles / Acorn,-73.59178466722369,45.47400860229191,11,12,23,Le Sud-Ouest
de Côme / Jean-Talon,-73.57783721439773,45.58830296569168,1891,2038,3929,Saint-Léonard
de Gaspé / Beaubien,-73.60700100660324,45.53195791682639,16848,15422,32270,Rosemont - La Petite-Patrie
de Gaspé / Dante,-73.61217230558395,45.53429782539273,7947,7044,14991,Rosemont - La Petite-Patrie
de Gaspé / Fairmount,-73.59285570681095,45.52557815939422,9216,8632,17848,Le Plateau-Mont-Royal
de Gaspé / Jarry,-73.63040059804916,45.540780049798,5274,5165,10439,Villeray—Saint-Michel—Parc-Extension
de Gaspé / Marmier,-73.60166944563389,45.529668174024685,3523,3107,6630,Rosemont - La Petite-Patrie
de Gaspé / St-Viateur,-73.59738260507582,45.5276726466961,11420,11338,22758,Le Plateau-Mont-Royal
de Gaspé / Villeray,-73.62390697002411,45.53888723230076,9878,9564,19442,Villeray—Saint-Michel—Parc-Extension
de Gaspé / de Liège,-73.63634169101715,45.54248521237199,6457,6425,12882,Villeray—Saint-Michel—Parc-Extension
de Gentilly / Roland-Therrien,-73.49124181550906,45.54086016564935,719,788,1507,Longueuil
de Gentilly / St-Jean,-73.49942399192514,45.532497613819366,1250,1246,2496,Longueuil
de Grenoble / de Cassis,-73.70492711663245,45.57889719514108,379,387,766,Laval
de Grosbois / Duchesneau,-73.5312415660519,45.611230741550536,2358,2365,4723,Mercier - Hochelaga-Maisonneuve
de Hampton / de Monkland,-73.6270022392273,45.47117930747152,5103,5221,10324,Côte-des-Neiges - Notre-Dame-de-Grâce
de Kent / Hudson,-73.62943192376406,45.50582139761067,4872,4627,9499,Côte-des-Neiges - Notre-Dame-de-Grâce
de Kent / de la Côte-des-Neiges,-73.63305062055588,45.50144933057703,10088,10149,20237,Côte-des-Neiges - Notre-Dame-de-Grâce
de L'Esplanade  / Fairmount,-73.59684884548187,45.52148455865522,18673,18313,36986,Le Plateau-Mont-Royal
de Lanaudière / Bélanger,-73.60565051436424,45.54365085053057,10985,10533,21518,Rosemont - La Petite-Patrie
de Lanaudière / Laurier,-73.58373686671257,45.5333136054992,16173,15770,31943,Le Plateau-Mont-Royal
de Lanaudière / Marie-Anne,-73.57480645179749,45.52932643090091,10691,10171,20862,Le Plateau-Mont-Royal
de Lanaudière / Mont-Royal,-73.57688208474428,45.53008802331729,1544,1267,2811,Le Plateau-Mont-Royal
de Lanaudière / du Mont-Royal,-73.57688208474428,45.53008802331729,22146,18040,40186,Le Plateau-Mont-Royal
de Laprairie / Centre,-73.56577813625336,45.48059248038378,4764,5332,10096,Le Sud-Ouest
de Lisieux / Jean-Talon,-73.58168095350266,45.57934937043077,2175,2086,4261,Saint-Léonard
de Léry / Sherbrooke,-73.55826258659361,45.54099971663243,8352,8213,16565,Mercier - Hochelaga-Maisonneuve
de Maisonneuve / Aylmer (est),-73.5704317688942,45.50538591756765,7587,8898,16485,Ville-Marie
de Maisonneuve / Aylmer (ouest),-73.5706517100334,45.505173440423306,13636,14703,28339,Ville-Marie
de Maisonneuve / Fullum,-73.54948371648788,45.52797141659334,10721,12321,23042,Ville-Marie
de Maisonneuve / Greene,-73.58929306,45.48697062,12641,12037,24678,Westmount
de Maisonneuve / Mansfield (nord),-73.57333794236183,45.50238607958335,9268,10568,19836,Ville-Marie
de Maisonneuve / Mansfield (sud),-73.57346534729004,45.502053864057466,13734,16487,30221,Ville-Marie
de Maisonneuve / Mansfield (sud-est),-73.5733064264059,45.50229349416256,14910,16178,31088,Ville-Marie
de Maisonneuve / Wood,-73.58807051185067,45.48819793805841,10465,9015,19480,Westmount
de Maisonneuve / de Bleury,-73.56912677500077,45.5070388622436,7870,8714,16584,Ville-Marie
de Maisonneuve / de Bleury_SWAP ECO 5,-73.56893902036973,45.50708021673079,56,38,94,Ville-Marie
de Marseille / de la Pépinière,-73.54069948196411,45.5766515768136,308,341,649,Mercier - Hochelaga-Maisonneuve
de Melrose / Sherbrooke,-73.61735232174397,45.46991202213883,4383,4347,8730,Côte-des-Neiges - Notre-Dame-de-Grâce
de Mentana / Marie-Anne,-73.57785880565643,45.52602656522141,12008,10108,22116,Le Plateau-Mont-Royal
de Mentana / Mont-Royal,-73.58031034469604,45.52711832098521,1666,1415,3081,Le Plateau-Mont-Royal
de Mentana / du Mont-Royal,-73.58031034469604,45.52711832098521,22831,20924,43755,Le Plateau-Mont-Royal
de Monaco / du Souvenir,-73.7059235572815,45.569501890755866,745,756,1501,Laval
de Monkland / Girouard,-73.6214379966259,45.47710675189806,8694,5612,14306,Côte-des-Neiges - Notre-Dame-de-Grâce
de Mortagne / Jean-Neveu,-73.44949901103973,45.56923752103412,452,383,835,Boucherville
de Mortagne / de Montarville,-73.43605846166611,45.59147977279279,389,396,785,Boucherville
de Normandville / Everett,-73.61438512802124,45.54543260526312,11,19,30,Villeray—Saint-Michel—Parc-Extension
de Normanville / Everett,-73.61438512802124,45.54543260526312,3218,3001,6219,Villeray—Saint-Michel—Parc-Extension
de Rouen / Hogan,-73.55421245098114,45.53636263222538,7294,8283,15577,Ville-Marie
de Rouen / Lespérance,-73.5528177022934,45.538859462962286,7520,8878,16398,Ville-Marie
de Soissons / de Darlington,-73.623526096344,45.50689914049937,5775,4520,10295,Côte-des-Neiges - Notre-Dame-de-Grâce
de St-Firmin / Fleury,-73.6517858505249,45.57062472207837,2851,3117,5968,Ahuntsic-Cartierville
de St-Vallier / Rosemont,-73.59804779291153,45.531921043052655,5488,4578,10066,Rosemont - La Petite-Patrie
de St-Vallier / St-Zotique,-73.60783427975548,45.536434338630336,9797,8728,18525,Rosemont - La Petite-Patrie
de l'Esplanade / Beaubien,-73.61192286014557,45.52839983858232,10784,10544,21328,Rosemont - La Petite-Patrie
de l'Esplanade / Rachel,-73.58359336853027,45.51631633525551,10445,8001,18446,Le Plateau-Mont-Royal
de l'Esplanade / Villeneuve,-73.59095953859651,45.51943184213857,14466,11927,26393,Le Plateau-Mont-Royal
de l'Esplanade / du Mont-Royal,-73.5883381962776,45.51825290855221,17454,14322,31776,Le Plateau-Mont-Royal
de l'Hotel-de-Ville / Ontario,-73.56666326522826,45.51374520222444,6937,11894,18831,Ville-Marie
de l'Hôtel-de-Ville / Rachel,-73.58010649681091,45.51989655507833,14165,13174,27339,Le Plateau-Mont-Royal
de l'Hôtel-de-Ville / Roy,-73.57449866831303,45.51733075399989,10819,9667,20486,Le Plateau-Mont-Royal
de l'Hôtel-de-Ville / Sherbrooke,-73.56835573911665,45.5145247302944,12331,11561,23892,Ville-Marie
de l'Hôtel-de-Ville / Ste-Catherine,-73.56213569641113,45.51166045593874,11702,12274,23976,Ville-Marie
de l'Hôtel-de-Ville / Villeneuve,-73.58732756238169,45.52348082760688,10974,8786,19760,Le Plateau-Mont-Royal
de l'Église / Bannantyne,-73.57587933540344,45.4632535358533,6386,6796,13182,Verdun
de l'Église / de Verdun,-73.57156895217486,45.46300108733155,6624,7815,14439,Verdun
de la Cathédrale / René-Lévesque,-73.56931967664423,45.499161694813886,9040,7003,16043,Ville-Marie
de la Cathédrale / Saint-Antoine,-73.56584353376093,45.497480937983774,3707,3219,6926,Ville-Marie
de la Cathédrale / St-Jacques,-73.56584353376093,45.497480937983774,1124,1166,2290,Ville-Marie
de la Commune / Berri,-73.54983,45.51086,24605,30379,54984,Ville-Marie
de la Commune / King,-73.55284452438353,45.49750375338383,32192,38457,70649,Ville-Marie
de la Commune / Place Jacques-Cartier,-73.55183601379395,45.50761009451047,36566,55970,92536,Ville-Marie
de la Commune / St-Sulpice,-73.553469479084,45.50424245563397,28255,35137,63392,Ville-Marie
de la Côte St-Antoine / Argyle,-73.59572768211365,45.48624101696415,4234,4100,8334,Westmount
de la Côte St-Antoine / Royal,-73.6198702454567,45.46892698487744,6031,5998,12029,Côte-des-Neiges - Notre-Dame-de-Grâce
de la Côte St-Paul / St-Ambroise,-73.59391784324544,45.46766565386597,9308,11301,20609,Le Sud-Ouest
de la Côte-Ste-Catherine / Decelles,-73.62563699483871,45.50094101588506,6136,4989,11125,Côte-des-Neiges - Notre-Dame-de-Grâce
de la Côte-des-Neiges / Remembrance,-73.60578563064335,45.49552641538045,1001,1013,2014,Côte-des-Neiges - Notre-Dame-de-Grâce
de la Gauchetière / Mansfield,-73.5660799094876,45.49982531155875,177,178,355,Ville-Marie
de la Gauchetière / Robert-Bourassa,-73.5654079914093,45.50064338023683,7449,7546,14995,Ville-Marie
de la Gauchetière / St-Alexandre,-73.56374170638446,45.50295893873599,7059,7621,14680,Ville-Marie
de la Montagne / Notre-Dame,-73.5646878182888,45.49291337906463,21046,25994,47040,Le Sud-Ouest
de la Montagne / Sherbrooke,-73.57890754938126,45.49971843051624,4938,3567,8505,Ville-Marie
de la Peltrie / de la Côte-des-Neiges,-73.63029062747955,45.499665790644286,2804,1981,4785,Côte-des-Neiges - Notre-Dame-de-Grâce
de la Peltrie /de la Cote-des-Neiges,-73.63029062747955,45.499665790644286,1877,1391,3268,Côte-des-Neiges - Notre-Dame-de-Grâce
de la Porte de Québec / St-André,-73.55057805776596,45.51329411414168,7876,9605,17481,Ville-Marie
de la Porte de Québec/St-André,-73.5505781,45.5132941,5,6,11,Ville-Marie
de la Roche / Bélanger,-73.60760450363159,45.54166959576632,12209,11698,23907,Rosemont - La Petite-Patrie
de la Roche / Everett,-73.614841,45.544867,2011,1855,3866,Villeray—Saint-Michel—Parc-Extension
de la Roche / Laurier,-73.5850203037262,45.53177824502564,7014,6703,13717,Le Plateau-Mont-Royal
de la Roche / de Bellechasse,-73.59750330448149,45.53718135927993,9406,9049,18455,Rosemont - La Petite-Patrie
de la Sorbonne / du Rousillon,-73.68892639875412,45.58060341546917,481,500,981,Laval
de la Vérendrye / 75e avenue,-73.62966051438889,45.42070552680549,996,1073,2069,LaSalle
des Bassins / du Séminaire,-73.56022328138351,45.49047561880464,9305,11750,21055,Le Sud-Ouest
des Carrières /  Marquette,-73.58865737915039,45.53859456744162,1705,1579,3284,Rosemont - La Petite-Patrie
des Carrières / Marquette,-73.58848571777344,45.53857953787113,3330,2872,6202,Rosemont - La Petite-Patrie
des Jockeys / Décarie,-73.65449488162994,45.49404432109336,1529,1795,3324,Côte-des-Neiges - Notre-Dame-de-Grâce
des Ormeaux /  Notre-Dame,-73.5121876001358,45.59919866666637,664,738,1402,Mercier - Hochelaga-Maisonneuve
des Ormeaux / Notre-Dame,-73.51226069033146,45.59926552299961,950,1008,1958,Mercier - Hochelaga-Maisonneuve
des Ormeaux / Notre-Dame SWAP ECO 5,-73.5121876001358,45.59919866666637,11,9,20,Ville-Marie
des Ormeaux / de Grosbois,-73.53436946868896,45.605901731906485,1046,1041,2087,Mercier - Hochelaga-Maisonneuve
des Pins / Hutchison,-73.57822090387344,45.510800289485616,18268,18073,36341,Le Plateau-Mont-Royal
des Pins / St-Laurent,-73.5750961303711,45.51522812881499,39806,36752,76558,Le Plateau-Mont-Royal
des Récollets / Fleury,-73.6347109079361,45.58538842877648,1344,1388,2732,Montréal-Nord
des Récollets / Martial,-73.64067547023296,45.59091677946802,876,977,1853,Montréal-Nord
des Récollets / McGill,-73.55900555849075,45.5008764952487,8545,9908,18453,Ville-Marie
des Écores / Beaubien,-73.59267264604568,45.54753644957994,1245,1271,2516,Rosemont - La Petite-Patrie
des Écores / de Bellechasse,-73.58988046646118,45.54607879439562,1019,1021,2040,Rosemont - La Petite-Patrie
des Érables / Beaubien,-73.59369993209839,45.54614641841041,8431,8002,16433,Rosemont - La Petite-Patrie
des Érables / Bélanger,-73.60087350010872,45.54912085535069,4800,4679,9479,Rosemont - La Petite-Patrie
des Érables / Dandurand,-73.58389914035797,45.54133815997336,6703,6718,13421,Rosemont - La Petite-Patrie
des Érables / Laurier,-73.57769921422005,45.538514913607656,10540,10299,20839,Le Plateau-Mont-Royal
des Érables / Rachel,-73.56671154499054,45.533313304815366,11460,10290,21750,Le Plateau-Mont-Royal
des Érables/Dandurand,-73.58398067957751,45.54136064451518,6,6,12,Rosemont - La Petite-Patrie
du  Séminaire / de la Montagne,-73.56246560811996,45.49210581803197,493,610,1103,Le Sud-Ouest
du Canal / McLaughlin,-73.6694884300232,45.42969214118378,7892,8115,16007,Lachine
du Champ-de-Mars / Gosford,-73.55400860309601,45.50965520472071,6223,6820,13043,Ville-Marie
du Fer-à-Cheval / des Hauts-Bois,-73.32789487207265,45.57231912648751,126,161,287,Sainte-Julie
du Fort Saint-Louis / de la Perrière,-73.45154017210007,45.61333008938463,429,457,886,Boucherville
du Havre / Hochelaga,-73.55793272432493,45.53583977483071,850,939,1789,Ville-Marie
du Havre / de Rouen,-73.55478646466509,45.53456256501449,6257,9302,15559,Ville-Marie
du Marché Central / Crémazie,-73.64888370037079,45.53341740599902,5501,5773,11274,Ahuntsic-Cartierville
du Mont-Royal / Augustin-Frigon,-73.56780052185059,45.54355786336148,12397,12116,24513,Rosemont - La Petite-Patrie
du Mont-Royal / Clark,-73.58685,45.51941,59836,54210,114046,Le Plateau-Mont-Royal
du Parc / François-Foucault,-73.66295456886292,45.60593926081221,461,536,997,Laval
du Parc-La Fontaine / Duluth,-73.57197672128677,45.52451761488783,17194,14512,31706,Le Plateau-Mont-Royal
du Parc-La Fontaine / Roy,-73.56916093829568,45.5232203879173,12934,11208,24142,Le Plateau-Mont-Royal
du Parc-Lafontaine / Rachel,-73.57424452900887,45.52551168509886,24071,22694,46765,Le Plateau-Mont-Royal
du President-Kennedy / Union,-73.57187882065773,45.5051022424836,9208,10882,20090,Ville-Marie
du Rosaire / St-Hubert,-73.6215104162693,45.54481928225348,8575,8158,16733,Villeray—Saint-Michel—Parc-Extension
du Séminaire / de la Montagne,-73.56246560811996,45.49210581803197,5972,8187,14159,Le Sud-Ouest
du Tricentenaire / Prince-Albert,-73.49191546440125,45.64954588445726,526,566,1092,Rivière-des-Prairies - Pointe-aux-Trembles
s Émile-Duployé / Rachel,-73.56998120721983,45.52970707609694,746,738,1484,Le Plateau-Mont-Royal
Édouard-Montpetit / Victoria,-73.62996836556704,45.491172162374106,1499,1500,2999,Côte-des-Neiges - Notre-Dame-de-Grâce
